h,hunger,durst,energie,stimmung,gesundheit,status
6.33,22.0,0.0,74.7,81.0,100.0,hungrig/durstig
6.5,20.0,0.0,73.3,80.0,100.0,hungrig/durstig
6.67,18.0,0.0,72.0,79.0,100.0,hungrig/durstig
6.83,16.0,0.0,70.7,78.0,100.0,hungrig/durstig
7.0,14.0,0.0,69.3,77.0,100.0,hungrig/durstig
7.17,12.0,0.0,68.0,76.0,100.0,hungrig/durstig
7.33,10.0,0.0,66.7,75.0,100.0,hungrig/durstig
7.5,8.0,0.0,65.3,74.0,100.0,hungrig/durstig
7.67,6.0,0.0,64.0,73.0,100.0,hungrig/durstig
7.83,4.0,0.0,62.7,72.0,100.0,hungrig/durstig
8.0,2.0,0.0,61.3,71.0,100.0,hungrig/durstig
8.17,0.0,0.0,60.0,70.0,100.0,hungrig/durstig
8.33,0.0,0.0,58.7,69.0,100.0,hungrig/durstig
8.5,0.0,0.0,57.3,68.0,100.0,hungrig/durstig
8.67,0.0,0.0,56.0,67.0,100.0,hungrig/durstig
8.83,0.0,0.0,54.7,66.0,100.0,hungrig/durstig
9.0,0.0,0.0,53.3,65.0,100.0,hungrig/durstig
9.17,0.0,0.0,52.0,64.0,100.0,hungrig/durstig
9.33,0.0,0.0,50.7,63.0,100.0,hungrig/durstig
9.5,0.0,0.0,49.3,62.0,100.0,hungrig/durstig
9.67,0.0,0.0,48.0,61.0,100.0,hungrig/durstig
9.83,0.0,0.0,46.7,60.0,100.0,hungrig/durstig
10.0,0.0,0.0,45.3,59.0,100.0,hungrig/durstig
10.17,0.0,0.0,44.0,58.0,100.0,hungrig/durstig
10.33,0.0,0.0,42.7,57.0,100.0,hungrig/durstig
10.5,0.0,0.0,41.3,56.0,100.0,hungrig/durstig
10.67,0.0,0.0,40.0,55.0,100.0,hungrig/durstig
10.83,0.0,0.0,38.7,54.0,100.0,hungrig/durstig
11.0,0.0,0.0,37.3,53.0,100.0,hungrig/durstig
11.17,0.0,0.0,36.0,52.0,100.0,hungrig/durstig
11.33,0.0,0.0,34.7,51.0,100.0,hungrig/durstig
11.5,0.0,0.0,33.3,50.0,100.0,hungrig/durstig
11.67,0.0,0.0,32.0,49.0,100.0,hungrig/durstig
11.83,0.0,0.0,30.7,48.0,100.0,hungrig/durstig
12.0,0.0,0.0,29.3,47.0,99.3,hungrig/durstig
12.17,0.0,0.0,28.0,46.0,98.7,hungrig/durstig
12.33,0.0,0.0,26.7,45.0,98.0,hungrig/durstig
12.5,0.0,0.0,25.3,44.0,97.3,hungrig/durstig
12.67,0.0,0.0,24.0,43.0,96.7,hungrig/durstig
12.83,0.0,0.0,22.7,42.0,96.0,hungrig/durstig
13.0,0.0,0.0,21.3,41.0,95.3,hungrig/durstig
13.17,0.0,0.0,20.0,40.0,94.7,hungrig/durstig
13.33,0.0,0.0,18.7,39.0,94.0,erschöpft
13.5,0.0,0.0,17.3,38.0,93.3,erschöpft
13.67,0.0,0.0,16.0,37.0,92.7,erschöpft
13.83,0.0,0.0,14.7,36.0,92.0,erschöpft
14.0,0.0,0.0,13.3,35.0,91.3,erschöpft
14.17,0.0,0.0,12.0,34.0,90.7,erschöpft
14.33,0.0,0.0,10.7,33.0,90.0,erschöpft
14.5,0.0,0.0,9.3,32.0,89.3,erschöpft
14.67,0.0,0.0,8.0,31.0,88.7,erschöpft
14.83,0.0,0.0,6.7,30.0,88.0,erschöpft
15.0,0.0,0.0,5.3,29.0,87.3,erschöpft
15.17,0.0,0.0,4.0,28.0,86.7,erschöpft
15.33,0.0,0.0,2.7,27.0,86.0,erschöpft
15.5,0.0,0.0,1.3,26.0,85.3,erschöpft
15.67,0.0,0.0,0.0,25.0,84.7,erschöpft
15.83,0.0,0.0,0.0,24.0,84.0,erschöpft
16.0,0.0,0.0,0.0,23.0,83.3,erschöpft
16.17,0.0,0.0,0.0,22.0,82.7,erschöpft
16.33,0.0,0.0,0.0,21.0,82.0,erschöpft
16.5,0.0,0.0,0.0,20.0,81.3,erschöpft
16.67,0.0,0.0,0.0,19.0,80.7,erschöpft
16.83,0.0,0.0,0.0,18.0,80.0,erschöpft
17.0,0.0,0.0,0.0,17.0,79.3,erschöpft
17.17,0.0,0.0,0.0,16.0,78.7,erschöpft
17.33,0.0,0.0,0.0,15.0,78.0,erschöpft
17.5,0.0,0.0,0.0,14.0,77.3,erschöpft
17.67,0.0,0.0,0.0,13.0,76.7,erschöpft
17.83,0.0,0.0,0.0,12.0,76.0,erschöpft
18.0,0.0,0.0,0.0,11.0,75.3,erschöpft
18.17,0.0,0.0,0.0,10.0,74.7,erschöpft
18.33,0.0,0.0,0.0,9.0,74.0,erschöpft
18.5,0.0,0.0,0.0,8.0,73.3,erschöpft
18.67,0.0,0.0,0.0,7.0,72.7,erschöpft
18.83,0.0,0.0,0.0,6.0,72.0,erschöpft
19.0,0.0,0.0,0.0,5.0,71.3,erschöpft
19.17,0.0,0.0,0.0,4.0,70.7,erschöpft
19.33,0.0,0.0,0.0,3.0,70.0,erschöpft
19.5,0.0,0.0,0.0,2.0,69.3,erschöpft
19.67,0.0,0.0,0.0,1.0,68.7,erschöpft
19.83,0.0,0.0,0.0,0.0,68.0,erschöpft
20.0,0.0,0.0,0.0,0.0,67.3,erschöpft
20.17,0.0,0.0,0.0,0.0,66.7,erschöpft
20.33,0.0,0.0,0.0,0.0,66.0,erschöpft
20.5,0.0,0.0,0.0,0.0,65.3,erschöpft
20.67,0.0,0.0,0.0,0.0,64.7,erschöpft
20.83,0.0,0.0,0.0,0.0,64.0,erschöpft
21.0,0.0,0.0,0.0,0.0,63.3,erschöpft
21.17,0.0,0.0,0.0,0.0,62.7,erschöpft
21.33,0.0,0.0,0.0,0.0,62.0,erschöpft
21.5,0.0,0.0,0.0,0.0,61.3,erschöpft
21.67,0.0,0.0,0.0,0.0,60.7,erschöpft
21.83,0.0,0.0,0.0,0.0,60.0,erschöpft
22.0,0.0,0.0,0.0,0.0,59.3,erschöpft
22.17,0.0,0.0,0.0,0.0,58.7,erschöpft
22.33,0.0,0.0,0.0,0.0,58.0,erschöpft
22.5,0.0,0.0,0.0,0.0,57.3,erschöpft
22.67,0.0,0.0,0.0,0.0,56.7,erschöpft
22.83,0.0,0.0,0.0,0.0,56.0,erschöpft
23.0,0.0,0.0,0.0,0.0,55.3,erschöpft
23.17,0.0,0.0,0.0,0.0,54.7,erschöpft
23.33,0.0,0.0,0.0,0.0,54.0,erschöpft
23.5,0.0,0.0,0.0,0.0,53.3,erschöpft
23.67,0.0,0.0,0.0,0.0,52.7,erschöpft
23.83,0.0,0.0,0.0,0.0,52.0,erschöpft
24.0,0.0,0.0,0.0,0.0,51.3,erschöpft
24.17,0.0,0.0,0.0,0.0,50.7,erschöpft
24.33,0.0,0.0,0.0,0.0,50.0,krank
24.5,0.0,0.0,0.0,0.0,49.3,krank
24.67,0.0,0.0,0.0,0.0,48.7,krank
24.83,0.0,0.0,0.0,0.0,48.0,krank
25.0,0.0,0.0,0.0,0.0,47.3,krank
25.17,0.0,0.0,0.0,0.0,46.7,krank
25.33,0.0,0.0,0.0,0.0,46.0,krank
25.5,0.0,0.0,0.0,0.0,45.3,krank
25.67,0.0,0.0,0.0,0.0,44.7,krank
25.83,0.0,0.0,0.0,0.0,44.0,krank
26.0,0.0,0.0,0.0,0.0,43.3,krank
26.17,0.0,0.0,0.0,0.0,42.7,krank
26.33,0.0,0.0,0.0,0.0,42.0,krank
26.5,0.0,0.0,0.0,0.0,41.3,krank
26.67,0.0,0.0,0.0,0.0,40.7,krank
26.83,0.0,0.0,0.0,0.0,40.0,krank
27.0,0.0,0.0,0.0,0.0,39.3,krank
27.17,0.0,0.0,0.0,0.0,38.7,krank
27.33,0.0,0.0,0.0,0.0,38.0,krank
27.5,0.0,0.0,0.0,0.0,37.3,krank
27.67,0.0,0.0,0.0,0.0,36.7,krank
27.83,0.0,0.0,0.0,0.0,36.0,krank
28.0,0.0,0.0,0.0,0.0,35.3,krank
28.17,0.0,0.0,0.0,0.0,34.7,krank
28.33,0.0,0.0,0.0,0.0,34.0,krank
28.5,0.0,0.0,0.0,0.0,33.3,krank
28.67,0.0,0.0,0.0,0.0,32.7,krank
28.83,0.0,0.0,0.0,0.0,32.0,krank
29.0,0.0,0.0,0.0,0.0,31.3,krank
29.17,0.0,0.0,0.0,0.0,30.7,krank
29.33,0.0,0.0,0.0,0.0,30.0,krank
29.5,0.0,0.0,0.0,0.0,29.3,krank
29.67,0.0,0.0,0.0,0.0,28.7,krank
29.83,0.0,0.0,0.0,0.0,28.0,krank
30.0,0.0,0.0,0.0,0.0,27.3,krank
30.17,0.0,0.0,0.0,0.0,26.7,krank
30.33,0.0,0.0,0.0,0.0,26.0,krank
30.5,0.0,0.0,0.0,0.0,25.3,krank
30.67,0.0,0.0,0.0,0.0,24.7,krank
30.83,0.0,0.0,0.0,0.0,24.0,krank
31.0,0.0,0.0,0.0,0.0,23.3,krank
31.17,0.0,0.0,0.0,0.0,22.7,krank
31.33,0.0,0.0,0.0,0.0,22.0,krank
31.5,0.0,0.0,0.0,0.0,21.3,krank
31.67,0.0,0.0,0.0,0.0,20.7,krank
31.83,0.0,0.0,0.0,0.0,20.0,kritisch
32.0,0.0,0.0,0.0,0.0,19.3,kritisch
32.17,0.0,0.0,0.0,0.0,18.7,kritisch
32.33,0.0,0.0,0.0,0.0,18.0,kritisch
32.5,0.0,0.0,0.0,0.0,17.3,kritisch
32.67,0.0,0.0,0.0,0.0,16.7,kritisch
32.83,0.0,0.0,0.0,0.0,16.0,kritisch
33.0,0.0,0.0,0.0,0.0,15.3,kritisch
33.17,0.0,0.0,0.0,0.0,14.7,kritisch
33.33,0.0,0.0,0.0,0.0,14.0,kritisch
33.5,0.0,0.0,0.0,0.0,13.3,kritisch
33.67,0.0,0.0,0.0,0.0,12.7,kritisch
33.83,0.0,0.0,0.0,0.0,12.0,kritisch
34.0,0.0,0.0,0.0,0.0,11.3,kritisch
34.17,0.0,0.0,0.0,0.0,10.7,kritisch
34.33,0.0,0.0,0.0,0.0,10.0,kritisch
34.5,0.0,0.0,0.0,0.0,9.3,kritisch
34.67,0.0,0.0,0.0,0.0,8.7,kritisch
34.83,0.0,0.0,0.0,0.0,8.0,kritisch
35.0,0.0,0.0,0.0,0.0,7.3,kritisch
35.17,0.0,0.0,0.0,0.0,6.7,kritisch
35.33,0.0,0.0,0.0,0.0,6.0,kritisch
35.5,0.0,0.0,0.0,0.0,5.3,kritisch
35.67,0.0,0.0,0.0,0.0,4.7,kritisch
35.83,0.0,0.0,0.0,0.0,4.0,kritisch
36.0,0.0,0.0,0.0,0.0,3.3,kritisch
36.17,0.0,0.0,0.0,0.0,2.7,kritisch
36.33,0.0,0.0,0.0,0.0,2.0,kritisch
36.5,0.0,0.0,0.0,0.0,1.3,kritisch
36.67,0.0,0.0,0.0,0.0,0.7,kritisch
36.83,0.0,0.0,0.0,0.0,0.0,tot
37.0,0,0,0,0,0,TOT
37.17,0,0,0,0,0,TOT
37.33,0,0,0,0,0,TOT
37.5,0,0,0,0,0,TOT
37.67,0,0,0,0,0,TOT
37.83,0,0,0,0,0,TOT
38.0,0,0,0,0,0,TOT
38.17,0,0,0,0,0,TOT
38.33,0,0,0,0,0,TOT
38.5,0,0,0,0,0,TOT
38.67,0,0,0,0,0,TOT
38.83,0,0,0,0,0,TOT
39.0,0,0,0,0,0,TOT
39.17,0,0,0,0,0,TOT
39.33,0,0,0,0,0,TOT
39.5,0,0,0,0,0,TOT
39.67,0,0,0,0,0,TOT
39.83,0,0,0,0,0,TOT
40.0,0,0,0,0,0,TOT
40.17,0,0,0,0,0,TOT
40.33,0,0,0,0,0,TOT
40.5,0,0,0,0,0,TOT
40.67,0,0,0,0,0,TOT
40.83,0,0,0,0,0,TOT
41.0,0,0,0,0,0,TOT
41.17,0,0,0,0,0,TOT
41.33,0,0,0,0,0,TOT
41.5,0,0,0,0,0,TOT
41.67,0,0,0,0,0,TOT
41.83,0,0,0,0,0,TOT
42.0,0,0,0,0,0,TOT
42.17,0,0,0,0,0,TOT
42.33,0,0,0,0,0,TOT
42.5,0,0,0,0,0,TOT
42.67,0,0,0,0,0,TOT
42.83,0,0,0,0,0,TOT
43.0,0,0,0,0,0,TOT
43.17,0,0,0,0,0,TOT
43.33,0,0,0,0,0,TOT
43.5,0,0,0,0,0,TOT
43.67,0,0,0,0,0,TOT
43.83,0,0,0,0,0,TOT
44.0,0,0,0,0,0,TOT
44.17,0,0,0,0,0,TOT
44.33,0,0,0,0,0,TOT
44.5,0,0,0,0,0,TOT
44.67,0,0,0,0,0,TOT
44.83,0,0,0,0,0,TOT
45.0,0,0,0,0,0,TOT
45.17,0,0,0,0,0,TOT
45.33,0,0,0,0,0,TOT
45.5,0,0,0,0,0,TOT
45.67,0,0,0,0,0,TOT
45.83,0,0,0,0,0,TOT
46.0,0,0,0,0,0,TOT
46.17,0,0,0,0,0,TOT
46.33,0,0,0,0,0,TOT
46.5,0,0,0,0,0,TOT
46.67,0,0,0,0,0,TOT
46.83,0,0,0,0,0,TOT
47.0,0,0,0,0,0,TOT
47.17,0,0,0,0,0,TOT
47.33,0,0,0,0,0,TOT
47.5,0,0,0,0,0,TOT
47.67,0,0,0,0,0,TOT
47.83,0,0,0,0,0,TOT
48.0,0,0,0,0,0,TOT
