h,hunger,durst,energie,stimmung,gesundheit,status
6.5,84.0,70.0,99.6,100.0,100.0,lebendig
6.67,82.0,67.0,100.0,100.0,100.0,lebendig
6.83,80.0,64.0,100.0,100.0,100.0,lebendig
7.0,78.0,61.0,100.0,100.0,100.0,lebendig
7.17,76.0,58.0,100.0,100.0,100.0,lebendig
7.33,74.0,55.0,100.0,100.0,100.0,lebendig
7.5,72.0,52.0,99.9,100.0,100.0,lebendig
7.67,70.0,49.0,99.7,100.0,100.0,lebendig
7.83,68.0,46.0,99.5,100.0,100.0,lebendig
8.0,90.0,73.0,99.3,100.0,100.0,lebendig
8.17,88.0,70.0,99.1,100.0,100.0,lebendig
8.33,86.0,67.0,99.2,100.0,100.0,lebendig
8.5,84.0,64.0,99.4,100.0,100.0,lebendig
8.67,82.0,61.0,99.7,100.0,100.0,lebendig
8.83,80.0,58.0,100.0,100.0,100.0,lebendig
9.0,78.0,55.0,100.0,100.0,100.0,lebendig
9.17,76.0,52.0,100.0,100.0,100.0,lebendig
9.33,74.0,49.0,100.0,100.0,100.0,lebendig
9.5,72.0,46.0,100.0,100.0,100.0,lebendig
9.67,70.0,43.0,99.9,100.0,100.0,lebendig
9.83,68.0,40.0,99.6,100.0,100.0,lebendig
10.0,90.0,67.0,99.4,100.0,100.0,lebendig
10.17,88.0,64.0,99.2,100.0,100.0,lebendig
10.33,86.0,61.0,99.2,100.0,100.0,lebendig
10.5,84.0,58.0,99.3,100.0,100.0,lebendig
10.67,82.0,55.0,99.5,100.0,100.0,lebendig
10.83,80.0,52.0,99.9,100.0,100.0,lebendig
11.0,78.0,49.0,100.0,100.0,100.0,lebendig
11.17,76.0,46.0,100.0,100.0,100.0,lebendig
11.33,74.0,43.0,100.0,100.0,100.0,lebendig
11.5,72.0,40.0,100.0,100.0,100.0,lebendig
11.67,70.0,37.0,98.7,99.0,100.0,lebendig
11.83,68.0,34.0,97.3,98.0,100.0,lebendig
12.0,90.0,61.0,97.1,98.0,100.0,lebendig
12.17,88.0,58.0,96.9,98.0,100.0,lebendig
12.33,86.0,55.0,96.7,98.0,100.0,lebendig
12.5,84.0,52.0,96.7,98.0,100.0,lebendig
12.67,82.0,49.0,96.9,98.0,100.0,lebendig
12.83,80.0,46.0,97.2,98.0,100.0,lebendig
13.0,78.0,43.0,97.7,98.0,100.0,lebendig
13.17,76.0,40.0,98.1,98.0,100.0,lebendig
13.33,74.0,37.0,96.7,97.0,100.0,lebendig
13.5,72.0,34.0,95.4,96.0,100.0,lebendig
13.67,70.0,31.0,94.1,95.0,100.0,lebendig
13.83,68.0,28.0,92.7,94.0,100.0,lebendig
14.0,90.0,55.0,92.5,94.0,100.0,lebendig
14.17,88.0,52.0,92.3,94.0,100.0,lebendig
14.33,86.0,49.0,92.1,94.0,100.0,lebendig
14.5,84.0,46.0,92.0,94.0,100.0,lebendig
14.67,82.0,43.0,92.1,94.0,100.0,lebendig
14.83,80.0,40.0,92.3,94.0,100.0,lebendig
15.0,78.0,37.0,91.0,93.0,100.0,lebendig
15.17,76.0,34.0,89.7,92.0,100.0,lebendig
15.33,74.0,31.0,88.3,91.0,100.0,lebendig
15.5,72.0,28.0,87.0,90.0,100.0,lebendig
15.67,70.0,25.0,85.7,89.0,100.0,lebendig
15.83,68.0,22.0,84.3,88.0,100.0,lebendig
16.0,90.0,49.0,84.2,88.0,100.0,lebendig
16.17,88.0,46.0,83.9,88.0,100.0,lebendig
16.33,86.0,43.0,83.7,88.0,100.0,lebendig
16.5,84.0,40.0,83.5,88.0,100.0,lebendig
16.67,82.0,37.0,82.2,87.0,100.0,lebendig
16.83,80.0,34.0,80.9,86.0,100.0,lebendig
17.0,78.0,31.0,79.5,85.0,100.0,lebendig
17.17,76.0,28.0,78.2,84.0,100.0,lebendig
17.33,74.0,25.0,76.9,83.0,100.0,lebendig
17.5,72.0,22.0,75.5,82.0,100.0,lebendig
17.67,70.0,19.0,74.2,81.0,100.0,hungrig/durstig
17.83,68.0,16.0,72.9,80.0,100.0,hungrig/durstig
18.0,90.0,43.0,72.8,80.0,100.0,lebendig
18.17,88.0,40.0,72.5,80.0,100.0,lebendig
18.33,86.0,37.0,71.2,79.0,100.0,lebendig
18.5,84.0,34.0,69.9,78.0,100.0,lebendig
18.67,82.0,31.0,68.5,77.0,100.0,lebendig
18.83,80.0,28.0,67.2,76.0,100.0,lebendig
19.0,78.0,25.0,65.9,75.0,100.0,lebendig
19.17,76.0,22.0,64.5,74.0,100.0,lebendig
19.33,74.0,19.0,63.2,73.0,100.0,hungrig/durstig
19.5,72.0,16.0,61.9,72.0,100.0,hungrig/durstig
19.67,70.0,13.0,60.5,71.0,100.0,hungrig/durstig
19.83,68.0,10.0,59.2,70.0,100.0,hungrig/durstig
20.0,90.0,37.0,57.9,69.0,100.0,lebendig
20.17,88.0,34.0,56.5,68.0,100.0,lebendig
20.33,86.0,31.0,55.2,67.0,100.0,lebendig
20.5,84.0,28.0,53.9,66.0,100.0,lebendig
20.67,82.0,25.0,52.5,65.0,100.0,lebendig
20.83,80.0,22.0,51.2,64.0,100.0,lebendig
21.0,78.0,19.0,49.9,63.0,100.0,hungrig/durstig
21.17,76.0,16.0,48.5,62.0,100.0,hungrig/durstig
21.33,74.0,13.0,47.2,61.0,100.0,hungrig/durstig
21.5,72.0,10.0,45.9,60.0,100.0,hungrig/durstig
21.67,70.0,7.0,44.5,59.0,100.0,hungrig/durstig
21.83,68.0,4.0,43.2,58.0,100.0,hungrig/durstig
22.0,90.0,31.0,41.9,57.0,100.0,lebendig
22.17,88.0,28.0,40.5,56.0,100.0,lebendig
22.33,86.0,25.0,39.2,55.0,100.0,lebendig
22.5,84.0,22.0,37.9,54.0,100.0,lebendig
22.67,82.0,19.0,36.5,53.0,100.0,hungrig/durstig
22.83,80.0,16.0,35.2,52.0,100.0,hungrig/durstig
23.0,78.0,13.0,33.9,51.0,100.0,hungrig/durstig
23.17,76.0,10.0,32.5,50.0,100.0,hungrig/durstig
23.33,74.0,7.0,31.2,49.0,100.0,hungrig/durstig
23.5,72.0,4.0,29.9,48.0,99.3,hungrig/durstig
23.67,70.0,1.0,28.5,47.0,98.7,hungrig/durstig
23.83,68.0,0.0,27.2,46.0,98.0,hungrig/durstig
24.0,90.0,27.0,25.9,45.0,97.3,lebendig
